recency,frequency,monetary,R_score,F_score,M_score,RFM,Segment
11,4,1272.61,5,4,4,544,Recent
31,1,71.0,4,2,1,421,Others
45,3,95.85,3,4,1,341,Others
61,3,357.77,3,4,2,342,Others
185,2,154.82999999999998,1,3,1,131,Others
79,6,890.29,2,5,3,253,Others
111,2,716.0,2,3,3,233,Others
64,1,146.87,3,2,1,321,Others
12,2,380.35,5,3,2,532,Recent
86,3,1030.14,2,4,4,244,Others
16,3,745.52,4,4,3,443,Others
246,2,433.53000000000003,1,3,2,132,Others
88,1,1267.32,2,2,4,224,Others
30,1,112.4,4,2,1,421,Others
138,1,449.73,2,2,2,222,Others
27,3,1081.57,4,4,4,444,Others
3,5,1044.3799999999999,5,4,4,544,Recent
32,4,1735.18,4,4,4,444,Others
25,1,948.48,4,2,4,424,Others
113,3,339.44,2,4,2,242,Others
157,1,642.02,2,2,3,223,Others
85,3,1100.9,2,4,4,244,Others
118,3,925.35,2,4,3,243,Others
3,9,5659.9800000000005,5,5,5,555,Champions
96,6,3228.84,2,5,5,255,Big Spenders
194,1,247.14000000000001,1,2,1,121,Others
28,1,413.75,4,2,2,422,Others
131,1,498.48,2,2,3,223,Others
28,5,1356.33,4,4,4,444,Others
82,3,1179.89,2,4,4,244,Others
30,5,3095.04,4,4,5,445,Others
266,1,234.24,1,2,1,121,Others
74,11,5232.2300000000005,2,5,5,255,Big Spenders
314,4,538.37,1,4,3,143,Others
21,7,1461.14,4,5,4,454,Others
59,3,859.35,3,4,3,343,Others
12,21,4552.14,5,5,5,555,Champions
28,9,2709.7000000000003,4,5,5,455,Big Spenders
114,1,312.14,2,2,2,222,Others
28,9,2429.03,4,5,5,455,Big Spenders
18,4,1446.09,4,4,4,444,Others
18,4,834.12,4,4,3,443,Others
36,3,841.0799999999999,3,4,3,343,Others
36,2,378.2,3,3,2,332,Others
78,1,118.80000000000001,2,2,1,221,Others
22,2,287.62,4,3,2,432,Others
25,2,290.16,4,3,2,432,Others
33,2,2003.85,4,3,4,434,Others
109,3,1405.78,2,4,4,244,Others
35,2,2949.75,3,3,5,335,Others
123,5,1566.65,2,4,4,244,Others
7,6,2050.08,5,5,4,554,Loyal
28,4,1991.01,4,4,4,444,Others
4,7,2043.95,5,5,4,554,Loyal
3,9,3827.76,5,5,5,555,Champions
50,4,1777.78,3,4,4,344,Others
322,1,302.0,1,2,2,122,Others
23,3,1324.16,4,4,4,444,Others
15,4,1022.13,4,4,4,444,Others
2,8,954.42,5,5,4,554,Loyal
18,2,971.74,4,3,4,434,Others
10,4,1621.73,5,4,4,544,Recent
262,1,25.5,1,2,1,121,Others
159,2,665.78,2,3,3,233,Others
33,6,10815.43,4,5,5,455,Big Spenders
29,6,885.04,4,5,3,453,Others
165,1,163.29999999999998,2,2,1,221,Others
47,1,248.61,3,2,1,321,Others
6,8,808.62,5,5,3,553,Loyal
8,3,837.5,5,4,3,543,Recent
288,1,116.19999999999999,1,2,1,121,Others
318,1,157.02,1,2,1,121,Others
3,2,606.91,5,3,3,533,Recent
233,1,307.46,1,2,2,122,Others
119,1,138.32,2,2,1,221,Others
162,1,345.29999999999995,2,2,2,222,Others
185,1,298.89,1,2,2,122,Others
50,1,259.35,3,2,2,322,Others
152,5,1004.75,2,4,4,244,Others
335,1,157.09,1,2,1,121,Others
5,5,2463.17,5,4,5,545,Recent
16,7,4892.240000000001,4,5,5,455,Big Spenders
107,2,425.0,2,3,2,232,Others
16,7,1139.73,4,5,4,454,Others
276,1,380.5,1,2,2,122,Others
16,12,10668.47,4,5,5,455,Big Spenders
247,1,465.32,1,2,2,122,Others
239,1,579.0,1,2,3,123,Others
1,2,984.57,5,3,4,534,Recent
106,3,749.78,2,4,3,243,Others
23,4,1714.59,4,4,4,444,Others
52,1,124.88,3,2,1,321,Others
195,3,1689.5,1,4,4,144,Others
24,1,213.78,4,2,1,421,Others
75,1,329.34,2,2,2,222,Others
18,2,251.70000000000002,4,3,2,432,Others
8,2,319.0,5,3,2,532,Recent
32,3,1266.97,4,4,4,444,Others
22,3,1538.88,4,4,4,444,Others
31,6,3518.03,4,5,5,455,Big Spenders
29,10,1715.46,4,5,4,454,Others
22,2,293.1,4,3,2,432,Others
33,7,2467.35,4,5,5,455,Big Spenders
284,1,158.68,1,2,1,121,Others
39,2,206.34,3,3,1,331,Others
58,2,835.78,3,3,3,333,Others
289,1,224.91,1,2,1,121,Others
79,1,317.76,2,2,2,222,Others
5,8,3766.6,5,5,5,555,Champions
218,1,59.9,1,2,1,121,Others
44,4,1443.69,3,4,4,344,Others
202,1,306.13,1,2,2,122,Others
178,3,711.79,2,4,3,243,Others
56,4,796.03,3,4,3,343,Others
57,2,239.92000000000002,3,3,1,331,Others
8,6,3347.31,5,5,5,555,Champions
47,2,144.0,3,3,1,331,Others
227,1,203.95,1,2,1,121,Others
11,7,2474.23,5,5,5,555,Champions
106,2,384.40000000000003,2,3,2,232,Others
59,2,444.74,3,3,2,332,Others
28,7,2095.13,4,5,5,455,Big Spenders
36,7,1699.3000000000002,3,5,4,354,Others
274,2,262.62,1,3,2,132,Others
30,1,1013.01,4,2,4,424,Others
24,3,692.22,4,4,3,443,Others
54,1,342.63,3,2,2,322,Others
36,6,3563.85,3,5,5,355,Big Spenders
175,4,1564.56,2,4,4,244,Others
54,1,384.08,3,2,2,322,Others
53,1,204.24,3,2,1,321,Others
27,8,2317.2200000000003,4,5,5,455,Big Spenders
253,1,226.85,1,2,1,121,Others
40,7,2781.23,3,5,5,355,Big Spenders
60,6,1069.1200000000001,3,5,4,354,Others
234,1,113.5,1,2,1,121,Others
4,10,1960.72,5,5,4,554,Loyal
32,1,114.23,4,2,1,421,Others
24,14,3198.25,4,5,5,455,Big Spenders
7,2,335.13,5,3,2,532,Recent
65,1,354.15,3,2,2,322,Others
310,2,426.79,1,3,2,132,Others
309,1,393.49,1,2,2,122,Others
19,6,939.32,4,5,3,453,Others
16,8,1906.09,4,5,4,454,Others
96,2,318.76,2,3,2,232,Others
264,8,3638.41,1,5,5,155,Big Spenders
12,10,3174.32,5,5,5,555,Champions
3,2,421.52,5,3,2,532,Recent
35,1,190.88,3,2,1,321,Others
183,1,149.89000000000001,1,2,1,121,Others
25,2,550.06,4,3,3,433,Others
13,6,916.13,5,5,3,553,Loyal
11,2,314.69,5,3,2,532,Recent
3,17,3744.65,5,5,5,555,Champions
313,1,382.5,1,2,2,122,Others
108,2,1135.04,2,3,4,234,Others
1,26,8676.85,5,5,5,555,Champions
53,1,954.9,3,2,4,324,Others
205,1,171.45,1,2,1,121,Others
15,1,282.19,4,2,2,422,Others
120,1,318.65,2,2,2,222,Others
4,2,384.52,5,3,2,532,Recent
363,1,283.28000000000003,1,2,2,122,Others
117,2,353.86,2,3,2,232,Others
18,1,178.26,4,2,1,421,Others
5,2,272.44,5,3,2,532,Recent
41,2,298.41,3,3,2,332,Others
107,2,240.0,2,3,1,231,Others
148,2,603.37,2,3,3,233,Others
52,5,1253.3600000000001,3,4,4,344,Others
208,1,63.440000000000005,1,2,1,121,Others
139,2,562.9,2,3,3,233,Others
2,3,310.64,5,4,2,542,Recent
127,2,317.62,2,3,2,232,Others
108,4,763.64,2,4,3,243,Others
42,4,2148.63,3,4,5,345,Others
35,1,111.97999999999999,3,2,1,321,Others
228,2,1065.3500000000001,1,3,4,134,Others
241,1,246.04,1,2,1,121,Others
58,1,187.82999999999998,3,2,1,321,Others
130,3,1703.41,2,4,4,244,Others
60,6,1652.58,3,5,4,354,Others
22,1,153.92,4,2,1,421,Others
26,7,1064.11,4,5,4,454,Others
9,7,1419.73,5,5,4,554,Loyal
32,3,944.41,4,4,4,444,Others
4,2,525.24,5,3,3,533,Recent
308,1,550.8000000000001,1,2,3,123,Others
8,9,1875.1100000000001,5,5,4,554,Loyal
29,3,556.95,4,4,3,443,Others
17,1,131.78,4,2,1,421,Others
101,2,498.42,2,3,3,233,Others
12,4,669.11,5,4,3,543,Recent
21,1,197.63,4,2,1,421,Others
15,5,1135.63,4,4,4,444,Others
361,1,250.04,1,2,1,121,Others
11,19,8631.31,5,5,5,555,Champions
95,1,82.75,2,2,1,221,Others
78,2,1384.85,2,3,4,234,Others
139,3,644.3,2,4,3,243,Others
31,1,2328.84,4,2,5,425,Others
25,8,2527.92,4,5,5,455,Big Spenders
2,38,6292.26,5,5,5,555,Champions
46,3,2600.34,3,4,5,345,Others
100,3,1200.6200000000001,2,4,4,244,Others
8,2,700.86,5,3,3,533,Recent
15,7,921.07,4,5,3,453,Others
18,4,990.23,4,4,4,444,Others
280,1,96.8,1,2,1,121,Others
14,2,523.11,4,3,3,433,Others
23,2,363.9,4,3,2,432,Others
124,1,175.2,2,2,1,221,Others
86,1,494.25,2,2,3,223,Others
302,2,307.02,1,3,2,132,Others
151,4,2027.8700000000001,2,4,4,244,Others
17,8,6643.93,4,5,5,455,Big Spenders
94,2,243.36,2,3,1,231,Others
30,11,12353.29,4,5,5,455,Big Spenders
157,3,781.36,2,4,3,243,Others
355,1,193.64,1,2,1,121,Others
46,1,160.57,3,2,1,321,Others
15,4,537.74,4,4,3,443,Others
4,15,2676.56,5,5,5,555,Champions
86,1,228.96,2,2,1,221,Others
15,5,1159.52,4,4,4,444,Others
179,1,110.75,2,2,1,221,Others
8,4,1286.07,5,4,4,544,Recent
36,3,587.15,3,4,3,343,Others
129,2,1740.0,2,3,4,234,Others
51,1,1393.06,3,2,4,324,Others
312,1,178.22,1,2,1,121,Others
24,2,388.14,4,3,2,432,Others
303,2,365.85,1,3,2,132,Others
11,1,127.86,5,2,1,521,Recent
17,3,585.79,4,4,3,443,Others
49,3,488.2,3,4,2,342,Others
239,2,312.23,1,3,2,132,Others
1,11,4481.18,5,5,5,555,Champions
13,8,4801.56,5,5,5,555,Champions
238,1,168.4,1,2,1,121,Others
23,8,1912.67,4,5,4,454,Others
73,4,446.18,2,4,2,242,Others
17,3,423.89,4,4,2,442,Others
41,8,1342.68,3,5,4,354,Others
40,4,646.92,3,4,3,343,Others
219,2,495.77,1,3,3,133,Others
199,3,400.1,1,4,2,142,Others
71,2,203.2,3,3,1,331,Others
24,20,4100.92,4,5,5,455,Big Spenders
11,1,404.66,5,2,2,522,Recent
9,29,20275.61,5,5,5,555,Champions
65,1,65.4,3,2,1,321,Others
4,1,199.29,5,2,1,521,Recent
19,2,336.4,4,3,2,432,Others
15,1,261.11,4,2,2,422,Others
8,6,2686.42,5,5,5,555,Champions
20,2,784.11,4,3,3,433,Others
78,4,1259.56,2,4,4,244,Others
1,34,31833.68,5,5,5,555,Champions
164,2,508.8,2,3,3,233,Others
307,2,457.91,1,3,2,132,Others
219,1,203.86999999999998,1,2,1,121,Others
39,8,7330.8,3,5,5,355,Big Spenders
22,2,696.41,4,3,3,433,Others
115,3,653.38,2,4,3,243,Others
126,5,2129.96,2,4,5,245,Others
5,13,2633.85,5,5,5,555,Champions
36,1,281.62,3,2,2,322,Others
4,15,31906.82,5,5,5,555,Champions
1,3,1031.41,5,4,4,544,Recent
333,3,2200.42,1,4,5,145,Others
163,1,32.65,2,2,1,221,Others
185,2,771.85,1,3,3,133,Others
16,5,1214.72,4,4,4,444,Others
12,3,778.94,5,4,3,543,Recent
3,7,1258.06,5,5,4,554,Loyal
44,2,778.0,3,3,3,333,Others
80,1,507.84,2,2,3,223,Others
30,7,6893.42,4,5,5,455,Big Spenders
42,2,463.46000000000004,3,3,2,332,Others
11,12,4226.57,5,5,5,555,Champions
50,3,598.83,3,4,3,343,Others
16,6,1979.37,4,5,4,454,Others
46,2,698.41,3,3,3,333,Others
19,2,759.17,4,3,3,433,Others
8,6,5037.26,5,5,5,555,Champions
72,1,100.8,3,2,1,321,Others
1,28,17256.85,5,5,5,555,Champions
128,3,524.9200000000001,2,4,3,243,Others
33,2,265.76,4,3,2,432,Others
313,1,403.3,1,2,2,122,Others
18,2,365.76,4,3,2,432,Others
88,1,303.15999999999997,2,2,2,222,Others
2,7,2373.82,5,5,5,555,Champions
2,2,216.29999999999998,5,3,1,531,Recent
254,1,388.45000000000005,1,2,2,122,Others
157,3,186.42000000000002,2,4,1,241,Others
37,6,2248.56,3,5,5,355,Big Spenders
220,1,534.24,1,2,3,123,Others
148,3,2940.04,2,4,5,245,Others
177,2,120.9,2,3,1,231,Others
40,2,541.53,3,3,3,333,Others
2,7,2520.86,5,5,5,555,Champions
8,46,194550.79,5,5,5,555,Champions
1,7,1721.4,5,5,4,554,Loyal
18,2,486.71999999999997,4,3,2,432,Others
192,4,517.53,1,4,3,143,Others
204,1,131.7,1,2,1,121,Others
365,1,249.86,1,2,1,121,Others
127,5,1737.7,2,4,4,244,Others
15,1,316.5,4,2,2,422,Others
43,2,657.3,3,3,3,333,Others
94,6,622.4300000000001,2,5,3,253,Others
23,3,757.46,4,4,3,443,Others
60,2,675.69,3,3,3,333,Others
16,5,1896.41,4,4,4,444,Others
158,1,289.96000000000004,2,2,2,222,Others
10,2,763.28,5,3,3,533,Recent
10,2,137.0,5,3,1,531,Recent
16,5,1870.97,4,4,4,444,Others
45,5,1125.07,3,4,4,344,Others
191,3,710.29,1,4,3,143,Others
79,1,194.37,2,2,1,221,Others
78,1,511.82,2,2,3,223,Others
4,4,1255.59,5,4,4,544,Recent
65,3,414.04,3,4,2,342,Others
261,1,396.87,1,2,2,122,Others
59,2,376.64,3,3,2,332,Others
1,7,2092.32,5,5,5,555,Champions
1,10,3558.87,5,5,5,555,Champions
248,1,374.57,1,2,2,122,Others
8,2,497.56,5,3,3,533,Recent
359,1,271.05,1,2,2,122,Others
76,1,272.22,2,2,2,222,Others
290,1,622.88,1,2,3,123,Others
17,3,1138.0,4,4,4,444,Others
221,2,288.6,1,3,2,132,Others
9,4,689.1,5,4,3,543,Recent
3,2,558.96,5,3,3,533,Recent
206,9,2997.0299999999997,1,5,5,155,Big Spenders
162,2,1145.84,2,3,4,234,Others
76,1,302.2,2,2,2,222,Others
262,2,605.58,1,3,3,133,Others
281,1,387.31,1,2,2,122,Others
58,8,6115.14,3,5,5,355,Big Spenders
25,1,308.48,4,2,2,422,Others
3,31,91062.38,5,5,5,555,Champions
29,10,2924.9900000000002,4,5,5,455,Big Spenders
72,1,513.2,3,2,3,323,Others
128,1,208.65,2,2,1,221,Others
31,4,639.02,4,4,3,443,Others
15,5,768.08,4,4,3,443,Others
309,1,153.94,1,2,1,121,Others
17,6,1844.02,4,5,4,454,Others
54,1,546.81,3,2,3,323,Others
30,3,723.2099999999999,4,4,3,443,Others
2,5,1070.71,5,4,4,544,Recent
11,4,652.74,5,4,3,543,Recent
361,1,145.0,1,2,1,121,Others
360,1,422.70000000000005,1,2,2,122,Others
5,4,1195.8999999999999,5,4,4,544,Recent
54,4,939.37,3,4,3,343,Others
1,8,3628.5,5,5,5,555,Champions
1,10,2385.0,5,5,5,555,Champions
190,1,296.7,1,2,2,122,Others
54,1,223.36,3,2,1,321,Others
280,1,164.4,1,2,1,121,Others
177,1,76.5,2,2,1,221,Others
30,2,897.62,4,3,3,433,Others
26,1,98.42,4,2,1,421,Others
25,2,578.9,4,3,3,433,Others
270,1,170.75,1,2,1,121,Others
43,3,645.96,3,4,3,343,Others
234,1,103.3,1,2,1,121,Others
24,2,148.86,4,3,1,431,Others
197,3,267.16,1,4,2,142,Others
359,1,306.84,1,2,2,122,Others
60,4,930.41,3,4,3,343,Others
130,1,1487.6,2,2,4,224,Others
1,5,1952.45,5,4,4,544,Recent
20,2,483.26,4,3,2,432,Others
206,1,157.9,1,2,1,121,Others
14,3,541.46,4,4,3,443,Others
95,4,854.95,2,4,3,243,Others
19,1,167.62,4,2,1,421,Others
14,7,1122.38,4,5,4,454,Others
24,3,454.01,4,4,2,442,Others
8,2,901.21,5,3,3,533,Recent
7,8,4331.48,5,5,5,555,Champions
332,1,344.14,1,2,2,122,Others
50,4,1498.51,3,4,4,344,Others
71,4,226.75000000000003,3,4,1,341,Others
29,3,380.6,4,4,2,442,Others
243,1,185.65,1,2,1,121,Others
8,19,3622.68,5,5,5,555,Champions
218,1,143.45999999999998,1,2,1,121,Others
5,3,448.90000000000003,5,4,2,542,Recent
253,3,215.72,1,4,1,141,Others
1,25,11045.04,5,5,5,555,Champions
236,1,175.27,1,2,1,121,Others
7,2,1242.3,5,3,4,534,Recent
109,4,1133.07,2,4,4,244,Others
100,3,1240.2,2,4,4,244,Others
60,4,2404.17,3,4,5,345,Others
2,3,1479.22,5,4,4,544,Recent
73,7,2225.9700000000003,2,5,5,255,Big Spenders
4,5,3927.34,5,4,5,545,Recent
85,2,993.18,2,3,4,234,Others
12,2,388.79,5,3,2,532,Recent
23,7,2827.93,4,5,5,455,Big Spenders
214,1,2044.3700000000001,1,2,4,124,Others
18,1,161.67000000000002,4,2,1,421,Others
239,1,116.00999999999999,1,2,1,121,Others
2,6,5102.97,5,5,5,555,Champions
78,1,394.72,2,2,2,222,Others
217,2,309.36,1,3,2,132,Others
33,2,193.42,4,3,1,431,Others
41,5,1112.22,3,4,4,344,Others
7,15,3984.22,5,5,5,555,Champions
53,6,2048.45,3,5,4,354,Others
23,14,4559.150000000001,4,5,5,455,Big Spenders
57,1,390.07,3,2,2,322,Others
130,3,329.6,2,4,2,242,Others
174,3,571.1999999999999,2,4,3,243,Others
6,3,971.58,5,4,4,544,Recent
312,1,218.52,1,2,1,121,Others
60,1,81.44,3,2,1,321,Others
21,3,1379.9,4,4,4,444,Others
33,1,527.0500000000001,4,2,3,423,Others
15,2,843.48,4,3,3,433,Others
18,4,2047.0,4,4,4,444,Others
81,1,75.75,2,2,1,221,Others
6,8,1814.12,5,5,4,554,Loyal
170,2,503.59999999999997,2,3,3,233,Others
2,3,528.33,5,4,3,543,Recent
31,4,1324.84,4,4,4,444,Others
36,9,2361.9700000000003,3,5,5,355,Big Spenders
19,1,285.56,4,2,2,422,Others
31,2,547.0600000000001,4,3,3,433,Others
276,1,108.5,1,2,1,121,Others
87,1,621.66,2,2,3,223,Others
120,2,712.29,2,3,3,233,Others
373,1,101.55,1,2,1,121,Others
1,11,2895.64,5,5,5,555,Champions
219,3,1008.39,1,4,4,144,Others
65,1,133.06,3,2,1,321,Others
61,4,1797.5,3,4,4,344,Others
138,1,868.49,2,2,3,223,Others
21,1,166.08,4,2,1,421,Others
12,10,3945.0,5,5,5,555,Champions
25,12,4867.72,4,5,5,455,Big Spenders
37,4,1207.56,3,4,4,344,Others
277,1,117.55,1,2,1,121,Others
11,7,2638.94,5,5,5,555,Champions
73,5,1674.69,2,4,4,244,Others
26,2,595.42,4,3,3,433,Others
17,12,2999.46,4,5,5,455,Big Spenders
141,1,196.0,2,2,1,221,Others
26,7,1802.91,4,5,4,454,Others
19,2,604.64,4,3,3,433,Others
4,2,728.16,5,3,3,533,Recent
66,5,2055.51,3,4,4,344,Others
1,2,347.75,5,3,2,532,Recent
43,7,3406.7200000000003,3,5,5,355,Big Spenders
228,1,205.7,1,2,1,121,Others
16,4,1572.71,4,4,4,444,Others
50,2,3178.17,3,3,5,335,Others
2,6,1629.12,5,5,4,554,Loyal
74,2,551.04,2,3,3,233,Others
1,31,20374.28,5,5,5,555,Champions
4,6,1387.68,5,5,4,554,Loyal
2,30,16363.23,5,5,5,555,Champions
264,1,298.11,1,2,2,122,Others
53,2,1992.1100000000001,3,3,4,334,Others
24,1,184.4,4,2,1,421,Others
10,6,2474.33,5,5,5,555,Champions
44,1,239.41,3,2,1,321,Others
17,7,3191.53,4,5,5,455,Big Spenders
7,7,5739.46,5,5,5,555,Champions
30,15,4757.95,4,5,5,455,Big Spenders
358,2,290.40000000000003,1,3,2,132,Others
127,4,740.9399999999999,2,4,3,243,Others
137,1,200.47,2,2,1,221,Others
142,1,283.12,2,2,2,222,Others
132,2,765.34,2,3,3,233,Others
38,8,2285.71,3,5,5,355,Big Spenders
236,1,338.95,1,2,2,122,Others
261,1,154.95,1,2,1,121,Others
17,4,2534.64,4,4,5,445,Others
253,1,417.95,1,2,2,122,Others
30,4,1824.37,4,4,4,444,Others
35,3,798.74,3,4,3,343,Others
169,2,885.19,2,3,3,233,Others
3,9,1823.52,5,5,4,554,Loyal
4,17,10504.49,5,5,5,555,Champions
185,2,152.4,1,3,1,131,Others
188,2,267.08,1,3,2,132,Others
170,1,137.45,2,2,1,221,Others
11,2,385.1,5,3,2,532,Recent
45,1,522.91,3,2,3,323,Others
321,1,153.0,1,2,1,121,Others
201,1,326.4,1,2,2,122,Others
23,11,5655.99,4,5,5,455,Big Spenders
232,1,139.35,1,2,1,121,Others
38,15,5396.04,3,5,5,355,Big Spenders
26,4,1195.94,4,4,4,444,Others
96,4,2424.04,2,4,5,245,Others
127,6,3276.4000000000005,2,5,5,255,Big Spenders
71,3,1033.0,3,4,4,344,Others
16,11,3439.08,4,5,5,455,Big Spenders
15,1,1060.25,4,2,4,424,Others
4,3,2876.01,5,4,5,545,Recent
3,13,5298.4800000000005,5,5,5,555,Champions
79,4,1240.11,2,4,4,244,Others
373,1,303.97,1,2,2,122,Others
39,2,692.19,3,3,3,333,Others
54,3,700.63,3,4,3,343,Others
2,19,13110.02,5,5,5,555,Champions
9,3,377.44,5,4,2,542,Recent
9,2,168.24,5,3,1,531,Recent
19,4,1879.05,4,4,4,444,Others
12,7,2791.35,5,5,5,555,Champions
113,2,355.11,2,3,2,232,Others
4,6,2322.4,5,5,5,555,Champions
240,1,110.25,1,2,1,121,Others
113,1,71.4,2,2,1,221,Others
178,2,674.52,2,3,3,233,Others
5,9,1797.57,5,5,4,554,Loyal
359,1,80.64,1,2,1,121,Others
1,5,1772.26,5,4,4,544,Recent
1,30,5605.29,5,5,5,555,Champions
19,8,3456.7000000000003,4,5,5,455,Big Spenders
17,3,834.99,4,4,3,443,Others
22,2,287.59,4,3,2,432,Others
33,1,712.78,4,2,3,423,Others
263,1,15.0,1,2,1,121,Others
51,2,818.8199999999999,3,3,3,333,Others
159,3,371.88,2,4,2,242,Others
15,1,271.2,4,2,2,422,Others
8,3,2273.1800000000003,5,4,5,545,Recent
13,10,3997.98,5,5,5,555,Champions
199,5,1143.27,1,4,4,144,Others
57,2,245.81,3,3,1,331,Others
11,2,182.77,5,3,1,531,Recent
97,4,1225.41,2,4,4,244,Others
255,1,56.4,1,2,1,121,Others
25,3,665.86,4,4,3,443,Others
21,3,658.57,4,4,3,443,Others
159,2,188.02,2,3,1,231,Others
72,2,283.47,3,3,2,332,Others
53,1,131.94,3,2,1,321,Others
85,2,278.74,2,3,2,232,Others
153,4,1865.19,2,4,4,244,Others
74,2,1117.9,2,3,4,234,Others
281,1,225.9,1,2,1,121,Others
27,14,1965.55,4,5,4,454,Others
30,1,106.1,4,2,1,421,Others
25,1,323.04,4,2,2,422,Others
180,2,350.39,1,3,2,132,Others
40,4,697.9,3,4,3,343,Others
22,3,780.43,4,4,3,443,Others
22,10,3055.93,4,5,5,455,Big Spenders
37,9,1199.01,3,5,4,354,Others
82,3,1285.04,2,4,4,244,Others
74,1,512.31,2,2,3,223,Others
11,1,546.04,5,2,3,523,Recent
16,12,5411.91,4,5,5,455,Big Spenders
4,39,7837.7300000000005,5,5,5,555,Champions
13,4,732.16,5,4,3,543,Recent
14,5,1770.8799999999999,4,4,4,444,Others
37,4,36.56,3,4,1,341,Others
4,3,387.68,5,4,2,542,Recent
72,7,3704.87,3,5,5,355,Big Spenders
51,1,298.4,3,2,2,322,Others
5,5,1995.46,5,4,4,544,Recent
23,4,1820.09,4,4,4,444,Others
299,1,889.24,1,2,3,123,Others
2,3,398.7,5,4,2,542,Recent
33,1,35.400000000000006,4,2,1,421,Others
50,1,155.37,3,2,1,321,Others
3,3,350.64,5,4,2,542,Recent
47,1,110.21000000000001,3,2,1,321,Others
42,8,1593.38,3,5,4,354,Others
27,5,2779.3,4,4,5,445,Others
42,1,338.8,3,2,2,322,Others
2,124,40991.57,5,5,5,555,Champions
303,1,205.48,1,2,1,121,Others
107,1,51.559999999999995,2,2,1,221,Others
85,1,2033.1,2,2,4,224,Others
81,9,901.1999999999999,2,5,3,253,Others
218,4,605.8000000000001,1,4,3,143,Others
372,34,5391.21,1,5,5,155,Big Spenders
12,2,114.34,5,3,1,531,Recent
185,2,311.26,1,3,2,132,Others
373,1,208.97,1,2,1,121,Others
2,4,1418.03,5,4,4,544,Recent
4,23,26879.04,5,5,5,555,Champions
6,12,5155.66,5,5,5,555,Champions
305,1,148.21,1,2,1,121,Others
369,1,252.8,1,2,2,122,Others
3,8,2100.8,5,5,5,555,Champions
324,1,330.9,1,2,2,122,Others
59,6,3160.0,3,5,5,355,Big Spenders
13,3,597.5,5,4,3,543,Recent
31,20,10526.32,4,5,5,455,Big Spenders
143,1,329.65,2,2,2,222,Others
30,6,1197.1000000000001,4,5,4,454,Others
107,5,428.18,2,4,2,242,Others
2,12,1894.35,5,5,4,554,Loyal
205,1,155.9,1,2,1,121,Others
80,5,1859.16,2,4,4,244,Others
185,6,683.46,1,5,3,153,Others
170,1,237.61,2,2,1,221,Others
44,1,379.45,3,2,2,322,Others
174,1,178.51999999999998,2,2,1,221,Others
365,1,458.92,1,2,2,122,Others
304,1,133.35000000000002,1,2,1,121,Others
3,4,671.77,5,4,3,543,Recent
4,4,717.45,5,4,3,543,Recent
12,1,190.19,5,2,1,521,Recent
32,3,899.61,4,4,3,443,Others
129,1,111.35,2,2,1,221,Others
21,8,726.05,4,5,3,453,Others
212,2,203.87,1,3,1,131,Others
323,2,602.09,1,3,3,133,Others
162,1,203.85999999999999,2,2,1,221,Others
56,3,244.1,3,4,1,341,Others
225,1,112.25,1,2,1,121,Others
72,8,1119.81,3,5,4,354,Others
44,1,98.0,3,2,1,321,Others
23,1,256.32,4,2,2,422,Others
173,3,566.6,2,4,3,243,Others
85,2,152.06,2,3,1,231,Others
159,1,155.8,2,2,1,221,Others
190,2,112.19999999999999,1,3,1,131,Others
29,1,110.38,4,2,1,421,Others
21,1,191.67,4,2,1,421,Others
71,4,800.24,3,4,3,343,Others
247,1,72.9,1,2,1,121,Others
374,1,243.28,1,2,1,121,Others
9,1,366.23,5,2,2,522,Recent
310,5,311.01,1,4,2,142,Others
59,2,411.6,3,3,2,332,Others
4,1,336.43,5,2,2,522,Recent
45,3,341.28,3,4,2,342,Others
88,1,1304.04,2,2,4,224,Others
4,17,4204.1,5,5,5,555,Champions
64,4,826.52,3,4,3,343,Others
282,1,207.50000000000003,1,2,1,121,Others
12,7,2962.5,5,5,5,555,Champions
373,1,244.08,1,2,1,121,Others
133,2,397.29,2,3,2,232,Others
45,2,212.54,3,3,1,331,Others
11,4,843.0,5,4,3,543,Recent
36,5,1740.48,3,4,4,344,Others
134,2,408.36,2,3,2,232,Others
29,3,1331.57,4,4,4,444,Others
52,2,704.25,3,3,3,333,Others
138,2,145.79,2,3,1,231,Others
5,1,389.84,5,2,2,522,Recent
9,7,4301.22,5,5,5,555,Champions
160,1,99.14,2,2,1,221,Others
49,10,4106.4400000000005,3,5,5,355,Big Spenders
131,1,304.56,2,2,2,222,Others
8,1,77.50000000000001,5,2,1,521,Recent
233,2,149.57999999999998,1,3,1,131,Others
37,1,176.68,3,2,1,321,Others
147,1,358.56000000000006,2,2,2,222,Others
1,45,58510.48,5,5,5,555,Champions
72,3,482.2,3,4,2,342,Others
40,3,1008.5400000000001,3,4,4,344,Others
5,12,2332.72,5,5,5,555,Champions
199,4,557.3,1,4,3,143,Others
249,1,12.75,1,2,1,121,Others
66,1,111.68,3,2,1,321,Others
117,1,508.4599999999999,2,2,3,223,Others
171,1,73.78,2,2,1,221,Others
21,39,1296.44,4,5,4,454,Others
142,1,102.83,2,2,1,221,Others
32,2,471.7,4,3,2,432,Others
38,14,2622.57,3,5,5,355,Big Spenders
38,5,1098.43,3,4,4,344,Others
372,1,123.07,1,2,1,121,Others
374,1,277.35,1,2,2,122,Others
